epoch,lr,train_loss,val_loss,train_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_precision_weighted,train_recall_weighted,train_f1_weighted,train_auc_macro_ovr,train_auc_weighted_ovr,train_nll,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_precision_weighted,val_recall_weighted,val_f1_weighted,val_auc_macro_ovr,val_auc_weighted_ovr,val_nll
21,8.950775061878456e-05,0.1077349915420876,0.13012212971542508,0.9987061297104965,0.9986821391070709,0.9987497531613444,0.998715479608127,0.998707508023656,0.9987061297104965,0.9987063518753297,,,0.023176639960699623,0.990271021542738,0.9898963221036283,0.9899038211587736,0.9898829302128018,0.9903098573020377,0.990271021542738,0.9902728395269619,,,0.044701139998033844
22,8.852566213878951e-05,0.10939843111196884,0.1230054956869254,0.9978974607795569,0.9978995380306835,0.9978697193734116,0.9978844857881057,0.9978975272162056,0.9978974607795569,0.9978973446381045,,,0.02490972850589887,0.9937456567060459,0.9937553631285329,0.9931870869311851,0.9934401542173424,0.9937918952914686,0.9937456567060459,0.9937395256239259,,,0.040882457220900045
23,8.750555348152303e-05,0.1103331443116963,0.13131219709888775,0.9978974607795569,0.9978981015089164,0.9979292935353861,0.9979134010105661,0.9978988205715613,0.9978974607795569,0.9978978359420768,,,0.025719532956627107,0.990271021542738,0.9895815018315018,0.990123308854654,0.9898324573221184,0.9903303423470206,0.990271021542738,0.990281792795533,,,0.04794176686598539
24,8.644843137107063e-05,0.1062323111626837,0.12571896125948867,0.9985443959243085,0.9985150825142134,0.9985774581923574,0.9985458916995829,0.998545911541746,0.9985443959243085,0.9985447827817365,,,0.0219621943625978,0.9944405837387075,0.9941485044700342,0.9942436952819365,0.9941927941931242,0.9944517025712301,0.9944405837387075,0.9944425798096305,,,0.0419284662714333
25,8.535533905932742e-05,0.10474261441952623,0.1215004207899042,0.9991913310690603,0.9991975143553742,0.9991975143553742,0.9991975143553742,0.9991913310690603,0.9991913310690603,0.9991913310690603,,,0.02081364561466205,0.9944405837387075,0.9943739619638385,0.9939987752428734,0.9941658260687416,0.99447149836042,0.9944405837387075,0.9944367638632978,,,0.03810748815814864
26,8.422735529643448e-05,0.10662121904256872,0.12674004239204278,0.9985443959243085,0.9985778144065134,0.9985527383676813,0.9985652238928862,0.9985447819237983,0.9985443959243085,0.998544536702285,,,0.02251729594201482,0.9930507296733843,0.9926860476517305,0.9929307377012735,0.9927957803602849,0.9930789287617007,0.9930507296733843,0.993052335547501,,,0.040874199993185936
27,8.306559326618263e-05,0.10413754567896763,0.1290476192423169,0.9990295972828724,0.9990080032800657,0.9990431933677199,0.999025384730313,0.9990302878466799,0.9990295972828724,0.9990297316489166,,,0.02041641613228102,0.9895760945100764,0.9894288228628176,0.9889757691570698,0.9891715308632132,0.9896421599732725,0.9895760945100764,0.9895782696579878,,,0.043859607263870753
28,8.187119948743452e-05,0.10659590280718273,0.12759972009044127,0.9978974607795569,0.997874220338929,0.9978584912354227,0.9978661834100195,0.9978969686433641,0.9978974607795569,0.997897050577665,,,0.022338333110568518,0.990271021542738,0.990090696268913,0.9898783888155912,0.9899622391502451,0.9903265090079582,0.990271021542738,0.9902758348789119,,,0.04729003876895969
29,8.064535268264887e-05,0.10410933634686505,0.12240655944424425,0.9995147986414362,0.9995191346337936,0.9995010890743719,0.9995100584005281,0.9995148866490572,0.9995147986414362,0.9995147898685162,,,0.02042751329806229,0.9937456567060459,0.993588847285645,0.9933940329596609,0.9934802121504563,0.9937660656170101,0.9937456567060459,0.9937445583267347,,,0.038398007613176
30,7.938926261462371e-05,0.10388101954522226,0.1258394266837914,0.9995147986414362,0.9995012310765582,0.9995190630557045,0.9995100936240703,0.9995149215179108,0.9995147986414362,0.999514807310522,,,0.020405424303756522,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,,,0.044423103062359755
31,7.810416889260659e-05,0.10435396042814653,0.1300136810679913,0.9991913310690603,0.9991975143553742,0.9991975143553742,0.9991975143553742,0.9991913310690603,0.9991913310690603,0.9991913310690603,,,0.02075358159592294,0.9861014593467686,0.9857360165952107,0.9855130823492461,0.9855860709491112,0.9861863159174447,0.9861014593467686,0.9861040267560719,,,0.048168327242904756
32,7.679133974894988e-05,0.10498290280997512,0.1301769575646472,0.9985443959243085,0.9985268126030589,0.9985493496984028,0.9985380293075715,0.998544856243669,0.9985443959243085,0.9985445741914396,,,0.02144677825306367,0.9909659485753995,0.9908664060704062,0.9904451570882167,0.9906255161597342,0.9910234852756771,0.9909659485753995,0.9909649625388404,,,0.04677052451174634
33,7.545207078751862e-05,0.10947048168833658,0.1267090826822785,0.9978974607795569,0.9978373323916139,0.99785681264839,0.9978470185339615,0.9978975983989044,0.9978974607795569,0.997897476584515,,,0.024774896251854975,0.990271021542738,0.9900375932551237,0.9895150124366315,0.989749862210006,0.9902964419917093,0.990271021542738,0.990259690255331,0.9981807480464191,0.998303653074735,0.04711018459250344
34,7.408768370508582e-05,0.10292744716909852,0.12987100086003397,0.9995147986414362,0.9995241005414379,0.9995010890743719,0.9995125428758546,0.9995147836007665,0.9995147986414362,0.9995147391470337,,,0.019920160785020558,0.9923558026407228,0.9919619341942288,0.9920535503859343,0.9920044413861245,0.9923706277507529,0.9923558026407228,0.9923596568053159,,,0.053666191509412736
35,7.26995249869774e-05,0.10352561612735958,0.12889781344715634,0.9990295972828724,0.9990303694310688,0.9990252193863873,0.999027748357669,0.9990296903852817,0.9990295972828724,0.9990295947795046,,,0.020465841856032712,0.990271021542738,0.9898845348474724,0.9896714427871154,0.9897596394448457,0.9903001217162387,0.990271021542738,0.9902674123865461,,,0.04622491585513007
36,7.12889645782537e-05,0.10409428404480552,0.12914129209402453,0.9991913310690603,0.999177713192315,0.9991548205493654,0.9991662149592698,0.9991912044878483,0.9991913310690603,0.9991912158236113,,,0.02088589659775574,0.9881862404447533,0.9874610921155753,0.9879990119706757,0.9877072997852384,0.9882561332867303,0.9881862404447533,0.9881969196705317,,,0.04855173237441877
37,6.985739453173908e-05,0.10339222203011693,0.12366338316519447,0.9991913310690603,0.9991798071954474,0.9992025816116853,0.9991911425195319,0.9991915686146106,0.9991913310690603,0.9991913979109167,,,0.020376595615155618,0.9916608756080612,0.9912555502672551,0.9911913463962542,0.9912114348088709,0.9916805464308791,0.9916608756080612,0.9916585302809426,,,0.041615027726934255
38,6.840622763423397e-05,0.10270504163255512,0.12535973641920453,0.9993530648552482,0.9993518290778599,0.9993467680867175,0.9993492525179422,0.9993530614577852,0.9993530648552482,0.9993530140875455,,,0.019857128357235364,0.9916608756080612,0.9912062718463994,0.9910624410388338,0.9911257306642891,0.9916691568263714,0.9916608756080612,0.9916564357473326,,,0.041229379743620176
39,6.693689601226464e-05,0.10376789429157697,0.1249409786647521,0.9990295972828724,0.9990233225502467,0.9990201521300762,0.9990216314004697,0.9990293833783288,0.9990295972828724,0.9990293853319213,,,0.020316428286943543,0.9909659485753995,0.9903757237551558,0.9905336467767956,0.9904511905403162,0.9909894390666445,0.9909659485753995,0.9909740438125508,,,0.04475039154620969
40,6.545084971874744e-05,0.10158801125068793,0.12002634945700283,0.9998382662138121,0.9998457742134486,0.9998277050310131,0.9998366861335093,0.9998383659878936,0.9998382662138121,0.9998382632895053,,,0.018718976131162798,0.9923558026407228,0.9920297476515012,0.9918086303468715,0.9919055514776922,0.9923756960630572,0.9923558026407228,0.9923527860309466,,,0.03971461537694505
41,6.394955530196154e-05,0.10252866309335582,0.12237919692553274,0.9991913310690603,0.9992025220705302,0.9991795403740417,0.9991909793240031,0.9991913009877208,0.9991913310690603,0.9991912640879462,,,0.019783872084390742,0.9923558026407228,0.9920297476515012,0.9918086303468715,0.9919055514776922,0.9923756960630572,0.9923558026407228,0.9923527860309466,,,0.040964445303371434
42,6.24344943582428e-05,0.10058371289014893,0.12038825623706614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.018006672201236962,0.9930507296733843,0.9928858418555448,0.9924788716337347,0.9926612368614728,0.9930775953718528,0.9930507296733843,0.9930441432971255,,,0.03965975500365752
43,6.0907162069827195e-05,0.10208714444304137,0.12467294407437625,0.9993530648552482,0.9993451630726505,0.9993287941053849,0.9993368058334302,0.9993531536397112,0.9993530648552482,0.9993529447554288,,,0.019340796521126292,0.9930507296733843,0.992700885257065,0.9926203186585598,0.9926515779021265,0.9930701004738752,0.9930507296733843,0.9930516421540071,,,0.041746016319716056
44,5.93690657292863e-05,0.10083988224796815,0.1251796929941068,0.9996765324276241,0.9996558843771507,0.9996913580246913,0.9996734073850981,0.9996769776686046,0.9996765324276241,0.9996765439171937,,,0.01828816721510262,0.9923558026407228,0.9920104405398523,0.9920030347079425,0.9919923855073245,0.9923926105915232,0.9923558026407228,0.9923599289223465,,,0.04438566628939351
45,5.7821723252011606e-05,0.10166271021985784,0.1249744613772055,0.9998382662138121,0.9998278236914601,0.9998260264439806,0.9998268651354942,0.9998383776007171,0.9998382662138121,0.9998382659229351,,,0.01891584265289973,0.9930507296733843,0.9927139803266041,0.9927237916727977,0.99271622825478,0.9930561799404404,0.9930507296733843,0.993050693087823,0.9980391616469277,0.99815198065745,0.042426710290195464
46,5.6266661678215284e-05,0.10123902428657246,0.12552043433152943,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.01869642055479939,0.9923558026407228,0.9920297476515012,0.9918086303468715,0.9919055514776922,0.9923756960630572,0.9923558026407228,0.9923527860309466,,,0.04270236897417053
47,5.470541566592577e-05,0.10047588270496786,0.12326085794253677,0.9998382662138121,0.9998457742134486,0.9998277050310131,0.9998366861335093,0.9998383659878936,0.9998382662138121,0.9998382632895053,,,0.018061136423789276,0.990271021542738,0.9898589685296384,0.9898658471481865,0.9898452683373535,0.9903101687981377,0.990271021542738,0.990272996560494,0.9984416520992745,0.9985336349555977,0.04290677871739796
48,5.313952597646573e-05,0.10057549975232825,0.12493722083835324,0.9996765324276241,0.9996558843771507,0.9996964252810024,0.9996759902263135,0.9996769776686046,0.9996765324276241,0.9996765947013269,,,0.0182542134603594,0.990271021542738,0.9898437579873662,0.9899567784950196,0.9898740883734118,0.9903319121419588,0.990271021542738,0.9902746202695909,,,0.045125454888430505
49,5.1570537953906474e-05,0.10029517107173383,0.12621015387951623,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.01821965981841332,0.990271021542738,0.9898347419733815,0.9901511828560906,0.9899605397535298,0.9903585983412079,0.990271021542738,0.9902810547121035,,,0.04427845758773263
50,5.0000000000000057e-05,0.09944720312015497,0.1257184600927417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.017373206841292337,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,,,0.04423590956443989
51,4.842946204609364e-05,0.10045650862753826,0.12603829876157954,0.9995147986414362,0.9995191346337936,0.9995010890743719,0.9995100584005281,0.9995148866490572,0.9995147986414362,0.9995147898685162,,,0.01835502592802438,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,0.9980934040868797,0.9982313762160417,0.043375152040024796
52,4.686047402353438e-05,0.09984056153320368,0.12655218561193526,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.017755667981019577,0.9909659485753995,0.9905406102467614,0.9902887267377327,0.9904013037375896,0.9909803611156405,0.9909659485753995,0.9909603340764614,,,0.04517906381563697
53,4.529458433407433e-05,0.09925938037950284,0.12375901523483056,0.9998382662138121,0.9998278236914601,0.9998456790123457,0.9998366978746902,0.9998383776007171,0.9998382662138121,0.9998382691035074,,,0.01732003470204523,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,0.9983631008446127,0.9984743636179746,0.04516710783512727
54,4.3733338321784836e-05,0.10266539926101297,0.12260636025580207,0.9991913310690603,0.9991911015542441,0.9991548205493654,0.9991727472846706,0.999191706109432,0.9991913310690603,0.999191307536139,,,0.020424502822019488,0.9930507296733843,0.992969646435029,0.9927642073416388,0.9928308868568554,0.9931302991072856,0.9930507296733843,0.9930554887147394,,,0.04233984666915986
55,4.21782767479885e-05,0.10135454598217167,0.12303193174483794,0.9991913310690603,0.9991924950541385,0.9991744731177306,0.9991834306675469,0.9991914073102207,0.9991913310690603,0.9991913164475269,,,0.01929807640645153,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,,,0.04517242704952452
56,4.0630934270713814e-05,0.09991684658553789,0.1250384838072437,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.017792903548549423,0.9916608756080612,0.9913238530556967,0.9913857507573253,0.9913334031944077,0.9917189055688492,0.9916608756080612,0.9916683104429986,,,0.04449326142758348
57,3.909283793017293e-05,0.0997210757877089,0.12274076776673513,0.9996765324276241,0.9996734792444617,0.9996784512996698,0.9996759191958053,0.9996766322017057,0.9996765324276241,0.9996765332322617,,,0.017846154891762663,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,,,0.04199285932053853
58,3.75655056417573e-05,0.1000743451402177,0.12227312581583889,0.9998382662138121,0.9998278236914601,0.9998456790123457,0.9998366978746902,0.9998383776007171,0.9998382662138121,0.9998382691035074,,,0.018291084582995908,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,,,0.04206180953715609
59,3.605044469803859e-05,0.09983258456661731,0.12296230756548894,0.9996765324276241,0.9996734792444617,0.9996784512996698,0.9996759191958053,0.9996766322017057,0.9996765324276241,0.9996765332322617,,,0.017953458806605357,0.9916608756080612,0.9914956344173302,0.9910498993714292,0.9912379095034353,0.9917141514306661,0.9916608756080612,0.9916544828300942,0.9986609599473879,0.9987256765414941,0.044272283848644754
60,3.454915028125269e-05,0.10122521529638437,0.12763438908651192,0.9990295972828724,0.9989915505795119,0.9990662346053635,0.9990281831038985,0.9990317238125348,0.9990295972828724,0.999029967866164,,,0.019294319513821438,0.990271021542738,0.9902099640582055,0.9894265227480525,0.9897654280825254,0.9903279291520712,0.990271021542738,0.9902508761636191,,,0.04441233185791821
61,3.3063103987735474e-05,0.09941129476077808,0.12450694512314396,0.9998382662138121,0.9998278236914601,0.9998456790123457,0.9998366978746902,0.9998383776007171,0.9998382662138121,0.9998382691035074,,,0.017438301991004834,0.9923558026407228,0.9920297476515012,0.9918086303468715,0.9919055514776922,0.9923756960630572,0.9923558026407228,0.9923527860309466,,,0.044157221607901524
62,3.159377236576616e-05,0.0995905028854048,0.12349527175431453,0.9998382662138121,0.9998278236914601,0.9998456790123457,0.9998366978746902,0.9998383776007171,0.9998382662138121,0.9998382691035074,,,0.017655206997373534,0.9923558026407228,0.9920104405398523,0.9920030347079425,0.9919923855073245,0.9923926105915232,0.9923558026407228,0.9923599289223465,,,0.043641849124190626
63,3.0142605468261005e-05,0.09916046315530888,0.1226815941683363,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.017391343822905015,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,0.998758647001821,0.9988173903288269,0.04457535622301715
64,2.8711035421746404e-05,0.09940263511832624,0.12100425200010026,0.9998382662138121,0.9998508353221958,0.9998277050310131,0.9998392182240743,0.9998383627136845,0.9998382662138121,0.9998382624704562,,,0.01769633551009773,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,0.9990138739625953,0.9990541959167815,0.04042077108757984
65,2.73004750130227e-05,0.09949816225484295,0.12271053665023118,0.9995147986414362,0.9995063936515769,0.9995241303120155,0.999515208525021,0.9995150214152464,0.9995147986414362,0.9995148572437689,,,0.017685104865918254,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,,,0.04457089135381655
66,2.5912316294914263e-05,0.09906344528329733,0.12549534602617538,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.01743647302696789,0.9916608756080612,0.9912040919417812,0.9913857507573253,0.9912798511528444,0.9917022551552316,0.9916608756080612,0.9916659490006343,0.998774231338877,0.9988328945213841,0.046178353286180474
67,2.4547929212481466e-05,0.0991578919060809,0.12370231608867314,0.9996765324276241,0.9996785699601167,0.9996767727126372,0.9996776114041509,0.9996766438145293,0.9996765324276241,0.9996765321367472,,,0.01749354910577994,0.990271021542738,0.9898437579873662,0.9899567784950196,0.9898740883734118,0.9903319121419588,0.990271021542738,0.9902746202695909,,,0.042597757347913295
68,2.320866025105019e-05,0.09986776139658862,0.1215904961088368,0.9991913310690603,0.9991551067584696,0.9991924470990632,0.9991736218197222,0.9991915777829616,0.9991913310690603,0.9991912986835977,,,0.01821022346767334,0.9930507296733843,0.9929902925066071,0.9925698029805679,0.9927438176557241,0.9931141302312226,0.9930507296733843,0.9930482303350407,,,0.04261453704129626
69,2.1895831107393498e-05,0.0996539804354833,0.12456268056077706,0.9995147986414362,0.9995476227525064,0.9994831150930392,0.9995149887360222,0.9995152841848349,0.9995147986414362,0.9995146690397353,,,0.01803110380828836,0.9909659485753995,0.9903957917477841,0.990662552134216,0.9905174366543746,0.9910089301922657,0.9909659485753995,0.9909754018751848,0.9986511859014873,0.9987023363698119,0.04283171141377115
70,2.061073738537638e-05,0.09900947555733329,0.12345767443154403,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.01730674867044599,0.9916608756080612,0.9913393029342885,0.9911913463962542,0.9912463590828902,0.9916982061807054,0.9916608756080612,0.9916610727992862,,,0.043342482165766395
71,1.9354647317351198e-05,0.09889035479509192,0.12267464429367905,0.9998382662138121,0.9998278236914601,0.9998456790123457,0.9998366978746902,0.9998383776007171,0.9998382662138121,0.9998382691035074,,,0.0172819152438609,0.9916608756080612,0.9912040919417812,0.9913857507573253,0.9912798511528444,0.9917022551552316,0.9916608756080612,0.9916659490006343,0.998816700830838,0.9988662332723909,0.04369608243705999
72,1.812880051256554e-05,0.09860287815182991,0.12143464980852778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.016988960590619117,0.9916608756080612,0.9912040919417812,0.9913857507573253,0.9912798511528444,0.9917022551552316,0.9916608756080612,0.9916659490006343,,,0.04202340807633553
73,1.693440673381744e-05,0.09907848406875286,0.1210311872469128,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.017575337938457596,0.9930507296733843,0.992700885257065,0.9926203186585598,0.9926515779021265,0.9930701004738752,0.9930507296733843,0.9930516421540071,,,0.04138235101930068
74,1.577264470356559e-05,0.09847912508177946,0.12169227848001617,0.9996765324276241,0.9996733840433588,0.9996733840433588,0.9996733840433588,0.9996765324276241,0.9996765324276241,0.9996765324276241,,,0.016975744041496495,0.9923558026407228,0.9920104405398523,0.9920030347079425,0.9919923855073245,0.9923926105915232,0.9923558026407228,0.9923599289223465,,,0.04245729733480367
75,1.464466094067265e-05,0.0985971197845017,0.1215633144285051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.017165497482515252,0.9930507296733843,0.992700885257065,0.9926203186585598,0.9926515779021265,0.9930701004738752,0.9930507296733843,0.9930516421540071,,,0.04087777648043082
76,1.3551568628929456e-05,0.09855717087272069,0.12027883955262617,0.9998382662138121,0.9998278236914601,0.9998456790123457,0.9998366978746902,0.9998383776007171,0.9998382662138121,0.9998382691035074,,,0.01710216425073708,0.9937456567060459,0.9934032034531564,0.9934320069702481,0.9934129995314737,0.9937582424029743,0.9937456567060459,0.9937472663682867,0.9987162695652255,0.9987648628026735,0.039995776635573424
